,0,1
0,0.349524152208716,0.004135744091932051
1,0.40480742225708666,0.010772489163871924
2,0.46582910005728795,0.02358701118511477
3,0.4749802769936998,0.01697734113745494
4,0.48840741659533615,0.021394468776105686
5,0.5052488898126481,0.016146280831700333
6,0.5126939428952852,0.02423222305676393
7,0.517818646677707,0.016209824367549024
8,0.5211142325236284,0.016223493949516804
9,0.5247750012850684,0.012718935267658982
10,0.5383200691925525,0.010184647344521345
11,0.541127031059917,0.021810857532318033
12,0.5579688767608231,0.008434137955754631
13,0.5530880752357262,0.009707304921679382
14,0.5562603690120469,0.006990433824969492
15,0.5589454542474677,0.005443608820747026
16,0.5656584280745355,0.006313536493683296
17,0.5702970407668395,0.007773556419032372
18,0.571638279691971,0.007178819769759015
19,0.5722484078188776,0.005807781712710843
20,0.5734686640726909,0.00884475218293545
21,0.5739560216070283,0.005211520583964564
22,0.575664752845961,0.004720339575545784
23,0.5728581634621903,0.001853546810633385
24,0.5728577164818776,0.0038522310942671377
25,0.5750547737124918,0.0029978207420104886
26,0.5750551461960857,0.0023860030992857587
27,0.5738339214849282,0.0030858254336587243
28,0.5785946342993322,0.003216956534328311
29,0.5781055633404627,0.0033110748444611523
30,0.5815225043412962,0.00363049822561733
31,0.5818889537010343,0.00394742310935546
32,0.5820110538231343,0.0035557268708506003
33,0.5818888047075966,0.00490374451753091
34,0.5857939972033932,0.00548522152980219
35,0.5866481020843437,0.006808022431576096
36,0.5883564608396823,0.0072030737251423645
37,0.5887224632191075,0.006700559693927111
38,0.5896981467451266,0.007934701186297506
39,0.5903081258785956,0.009869187607138607
40,0.5875016109915439,0.009108161982973532
41,0.5886001396068511,0.008702047367709584
42,0.5886004375937263,0.008193353904719772
43,0.590186919717121,0.007613399083590628
44,0.5910408756046339,0.005774623440036875
45,0.5934814626089794,0.007504270124158168
46,0.5938475394851234,0.007317935061357636
47,0.5945793952505363,0.008311123622718805
48,0.6003152701139279,0.008691369725123877
49,0.5960434047682369,0.01026085210321813
50,0.5988508881126331,0.008359815445227884
51,0.6023897057454104,0.011494572511316156
52,0.6029999828657547,0.010658042983101008
53,0.6016572540062473,0.012823577884257427
54,0.6036103344828178,0.011056578854156503
55,0.600925547234272,0.009791464131928619
56,0.6033663577287738,0.010678450462254314
57,0.6039766348491181,0.010270141327747633
58,0.6021456544946479,0.011509029689255542
59,0.6054411658438504,0.01037334439916435
60,0.6045871354596187,0.010925510023054974
61,0.6038549072106119,0.00907410365462059
62,0.6058072427199944,0.008561889301893544
63,0.6058071682232756,0.008686424726651907
64,0.6070274989738078,0.008603694158593392
65,0.6083699298464399,0.009329781843503037
66,0.6086134596201711,0.010872938535097047
67,0.6092234387536402,0.011844860335142982
68,0.6109319465024163,0.012290808109816191
69,0.6087357832324275,0.009876564622274622
70,0.6091012641348212,0.012687294038732776
71,0.611664919718611,0.009422693952355225
72,0.6087351872586773,0.012951836809431131
73,0.6122741538848921,0.013254600593490231
74,0.6120304006210048,0.0119482453584062
75,0.6109323189860103,0.010868841682596003
76,0.6130080210617124,0.006643051513510269
77,0.6122758673094244,0.007291887690282746
78,0.6126418696888496,0.010386821623189248
79,0.6127636718240745,0.010195272388220785
80,0.611787392324305,0.009258180282466832
81,0.6139843005614817,0.008873504895765607
82,0.6106889382057168,0.009363150908534613
83,0.6133740234411376,0.009945061128746716
84,0.6109329149597607,0.010194410193961277
85,0.6106890871991543,0.00988279061260076
86,0.6110550150818608,0.009651659708357843
87,0.6104449614516729,0.009489680833226948
88,0.6108110383278169,0.010403192958517925
89,0.6103227123361352,0.010707442271143511
90,0.6093467308232409,0.009395646602551731
91,0.6117873178275863,0.010518684534845783
92,0.6132516253321623,0.010180343630818408
93,0.6125195460765931,0.00903088910144161
94,0.6136180001951814,0.008727991440169164
95,0.6122753458323928,0.008267141877756753
96,0.6137400258205628,0.008960997222630879
97,0.6142284263089632,0.007826254967924462
98,0.6158144614520453,0.009571329837295884
99,0.6156925848201016,0.008366777006648287
100,0.6158145359487641,0.00859237927805427
101,0.6150826801833513,0.0071412768409607405
102,0.6150823821964762,0.0077382048454944586
103,0.614472403063007,0.007259397651261411
104,0.6133739489444188,0.007781323517188324
105,0.6141062516901443,0.007797121808284962
106,0.6130083935453062,0.006356197285015189
107,0.6138622004393817,0.007541225455524608
108,0.613618149188619,0.007049750282133132
109,0.6141058047098316,0.00922715322763726
110,0.6148381074555571,0.009149728109186992
111,0.6148381074555571,0.008716340561393882
112,0.6149602075776572,0.009012506742149796
113,0.6138618279557877,0.010267610035333991
114,0.6148381074555571,0.009779045304722242
115,0.6165467641977709,0.01089303430074321
116,0.6152047803054514,0.009304095059896204
117,0.6164249620625459,0.010592820588262818
118,0.6176451438196404,0.010338197611875998
119,0.6159366360708642,0.009681529911293266
120,0.6154482355824638,0.01060733372677689
121,0.6165466897010521,0.010064715546689364
122,0.6159361145938328,0.010937587966090604
123,0.6178884501032151,0.013119508123016582
124,0.6166682683461208,0.011215086257218584
125,0.6159360400971139,0.01147197080947337
126,0.6171570413181151,0.008820142852125377
127,0.6165469131912085,0.008149788791459712
128,0.6192316259430353,0.008483900809037558
129,0.6183771485784908,0.009000850448907645
130,0.6175228202073839,0.009246277220953662
131,0.6172785454664649,0.009937850519270963
132,0.616302489456852,0.00895684167232291
133,0.6165466152043334,0.009242727355814233
134,0.6177667969614278,0.010024967544976594
135,0.6169129155706338,0.008289750707413118
136,0.6187435234415101,0.008378665342128512
137,0.6170352391828902,0.006751687812841485
138,0.6186211253325348,0.009325666597771757
139,0.6163024149601332,0.00953202501112904
140,0.6170345687124211,0.009568524970232773
141,0.6187430019644784,0.00998360345786033
142,0.6177667224647091,0.009787630953023123
143,0.6163022659666955,0.009958639575199083
144,0.6186212743259724,0.008741890287373082
145,0.6161807618183458,0.007781287541085229
146,0.6165469131912086,0.0076210573758217805
147,0.6149608780481264,0.005522085959155764
148,0.6161805383281893,0.00843546955568911
149,0.6153266569373952,0.0071700951083131905
150,0.6154492040398081,0.004777577692511037
151,0.6164254835395775,0.004922286422254474
152,0.6172797374139656,0.005026270299492049
153,0.6180121891531287,0.0046487167523173644
154,0.6204527761574742,0.0051669268659306
155,0.6197205479084673,0.00531371665929775
156,0.6191097493110916,0.0075997377835097125
157,0.6160591086765584,0.006112253267751711
158,0.6154485335693389,0.007600603202605915
159,0.6164253345461399,0.005558859736959731
160,0.6170353881763277,0.006483745107144686
161,0.6154487570594953,0.007339106932295382
162,0.6170353881763277,0.006141724283294406
163,0.6164254835395775,0.005201735454649225
164,0.6187441194152604,0.005673900799667212
