,0,1
0,0.636562021,0.010915448
1,0.624603882,0.011555657
2,0.65071826,0.01182604
3,0.657431234,0.009909077
4,0.660970722,0.00673787
5,0.666340446,0.014617197
6,0.664142867,0.0102035
7,0.66475374,0.008662704
8,0.666217377,0.009044848
9,0.665974369,0.009607616
10,0.662557204,0.00570376
11,0.664998536,0.005512215
12,0.664388557,0.005046687
13,0.663168077,0.007212769
14,0.661703323,0.0105481
15,0.659507234,0.007070044
16,0.660239835,0.009463877
17,0.658287201,0.007992611
18,0.658530284,0.008749862
19,0.656089548,0.011149329
20,0.652062181,0.009775622
21,0.650842297,0.008819141
22,0.65242863,0.008413929
23,0.650598469,0.00896176
24,0.649255815,0.01052625
25,0.647181603,0.011735485
26,0.647425282,0.008219944
27,0.646937924,0.010772073
28,0.645594599,0.007880919
29,0.646814856,0.010164197
30,0.643154087,0.009161695
31,0.644984695,0.011548781
32,0.642909887,0.011667707
33,0.642543586,0.011151168
34,0.639614152,0.011476387
35,0.639492052,0.010788149
36,0.639858128,0.009259732
37,0.638881476,0.009780773
38,0.635830314,0.010541169
39,0.634366305,0.010796704
40,0.635952265,0.011176419
41,0.634976507,0.009443007
42,0.635464088,0.00959255
43,0.633755581,0.011534386
44,0.632657276,0.011021502
45,0.634243981,0.011319291
46,0.632047296,0.011214828
47,0.632657723,0.011040012
48,0.631680475,0.012662855
49,0.630582319,0.011645596
50,0.630216614,0.009670521
51,0.632169024,0.010294035
52,0.630704344,0.01062865
53,0.629972041,0.014557369
54,0.628874258,0.011537776
55,0.629117713,0.011231921
56,0.629972414,0.009084698
57,0.630216093,0.010622149
58,0.630094216,0.009687745
59,0.630948693,0.010744397
60,0.629361913,0.010381602
61,0.630094365,0.011167344
62,0.629361988,0.00984881
63,0.630704121,0.012250286
64,0.628385783,0.011396311
65,0.627897308,0.010963702
66,0.626310826,0.010012403
67,0.625090495,0.009745814
68,0.626555175,0.009602429
69,0.626067147,0.011817923
70,0.624968693,0.010387431
71,0.624358565,0.009952721
72,0.626189024,0.010223977
73,0.624358639,0.012425409
74,0.62228398,0.01209914
75,0.621673628,0.011491843
76,0.622406155,0.011202617
77,0.623626411,0.012297296
78,0.620941698,0.011221573
79,0.621307775,0.012868402
80,0.620697647,0.012041188
81,0.620453596,0.012509695
82,0.620453447,0.012941317
83,0.619843244,0.012947094
84,0.620209246,0.010859405
85,0.61923319,0.010742269
86,0.61935462,0.010904707
87,0.618378639,0.010289218
88,0.617402061,0.01052355
89,0.616669684,0.012389479
